sales_id,buyer_id,supplier_id,organization_id,product_id,project_id,quantity,total_amount_usd,sale_date,payment_mode,status
SALE00876,BUY005,SUP008,ORG004,PRD006,PRJ003,90,77793.3,2024-03-01,PayPal,Pending
SALE00877,BUY007,SUP002,ORG002,PRD004,PRJ005,31,94036.33,2023-05-19,Bank Transfer,Completed
SALE00878,BUY002,SUP010,ORG005,PRD003,PRJ001,84,309688.68,2020-06-26,Bank Transfer,Completed
SALE00879,BUY006,SUP010,ORG009,PRD008,PRJ004,51,221557.26,2025-04-12,Bank Transfer,Cancelled
SALE00880,BUY001,SUP007,ORG004,PRD004,PRJ006,73,221440.39,2020-11-13,Wire Transfer,Completed
SALE00881,BUY002,SUP009,ORG006,PRD003,PRJ001,99,364990.23,2025-07-21,UPI,Pending
SALE00882,BUY008,SUP001,ORG007,PRD009,PRJ010,15,45681.9,2023-10-24,Wire Transfer,Cancelled
SALE00883,BUY009,SUP002,ORG003,PRD004,PRJ010,62,188072.66,2022-12-30,Credit Card,Pending
SALE00884,BUY005,SUP001,ORG003,PRD006,PRJ008,23,19880.51,2022-09-30,Bank Transfer,Pending
SALE00885,BUY006,SUP002,ORG005,PRD002,PRJ001,52,247442.0,2023-06-18,Wire Transfer,Completed
SALE00886,BUY001,SUP003,ORG005,PRD010,PRJ009,97,346247.32,2024-07-11,UPI,Cancelled
SALE00887,BUY005,SUP008,ORG004,PRD005,PRJ005,35,30257.15,2020-03-07,Bank Transfer,Cancelled
SALE00888,BUY009,SUP006,ORG002,PRD005,PRJ009,7,6051.43,2025-08-28,PayPal,Pending
SALE00889,BUY003,SUP002,ORG007,PRD008,PRJ001,8,34754.08,2023-07-26,Wire Transfer,Pending
SALE00890,BUY003,SUP005,ORG002,PRD007,PRJ004,14,5384.54,2025-01-24,Wire Transfer,Completed
SALE00891,BUY005,SUP006,ORG004,PRD008,PRJ005,33,143360.58,2021-05-30,Bank Transfer,Pending
SALE00892,BUY001,SUP001,ORG002,PRD001,PRJ003,33,63863.25,2025-06-07,UPI,Pending
SALE00893,BUY008,SUP007,ORG005,PRD002,PRJ009,4,19034.0,2021-09-24,Bank Transfer,Pending
SALE00894,BUY010,SUP008,ORG008,PRD008,PRJ005,67,291065.42,2020-12-30,Credit Card,Cancelled
SALE00895,BUY006,SUP005,ORG005,PRD009,PRJ003,13,39590.98,2023-04-15,Credit Card,Completed
SALE00896,BUY006,SUP010,ORG005,PRD006,PRJ010,13,11236.81,2020-01-06,Credit Card,Pending
SALE00897,BUY001,SUP006,ORG008,PRD010,PRJ006,49,174908.44,2023-12-20,UPI,Pending
SALE00898,BUY005,SUP007,ORG007,PRD005,PRJ002,95,82126.55,2020-09-27,Wire Transfer,Cancelled
SALE00899,BUY004,SUP001,ORG004,PRD002,PRJ005,34,161789.0,2020-12-31,Credit Card,Cancelled
SALE00900,BUY003,SUP008,ORG001,PRD008,PRJ007,44,191147.44,2022-08-24,PayPal,Cancelled
SALE00901,BUY005,SUP008,ORG001,PRD002,PRJ009,18,85653.0,2021-04-13,UPI,Cancelled
SALE00902,BUY005,SUP008,ORG002,PRD004,PRJ006,52,157738.36,2023-07-16,PayPal,Cancelled
SALE00903,BUY005,SUP004,ORG002,PRD005,PRJ005,37,31986.13,2022-10-21,Bank Transfer,Completed
SALE00904,BUY005,SUP004,ORG005,PRD008,PRJ004,76,330163.76,2025-11-16,UPI,Pending
SALE00905,BUY007,SUP004,ORG004,PRD005,PRJ003,81,70023.69,2020-09-14,PayPal,Completed
SALE00906,BUY005,SUP004,ORG006,PRD010,PRJ002,34,121365.04,2022-12-24,PayPal,Pending
SALE00907,BUY007,SUP005,ORG009,PRD001,PRJ009,73,141273.25,2022-05-17,Credit Card,Completed
SALE00908,BUY004,SUP008,ORG008,PRD010,PRJ002,43,153491.08,2021-09-30,PayPal,Pending
SALE00909,BUY001,SUP004,ORG005,PRD006,PRJ002,2,1728.74,2022-08-03,Credit Card,Cancelled
SALE00910,BUY003,SUP007,ORG001,PRD008,PRJ001,72,312786.72,2023-09-12,PayPal,Completed
SALE00911,BUY010,SUP003,ORG009,PRD009,PRJ001,71,216227.66,2023-12-16,UPI,Cancelled
SALE00912,BUY004,SUP007,ORG005,PRD008,PRJ003,60,260655.6,2025-02-14,Bank Transfer,Pending
SALE00913,BUY004,SUP008,ORG003,PRD002,PRJ006,74,352129.0,2025-02-28,UPI,Completed
SALE00914,BUY002,SUP010,ORG001,PRD009,PRJ007,82,249727.72,2022-10-17,Wire Transfer,Completed
SALE00915,BUY004,SUP006,ORG002,PRD008,PRJ008,9,39098.34,2023-05-20,Bank Transfer,Pending
SALE00916,BUY002,SUP003,ORG004,PRD003,PRJ006,98,361303.46,2020-04-29,UPI,Cancelled
SALE00917,BUY001,SUP002,ORG003,PRD003,PRJ002,83,306001.91,2022-02-28,UPI,Pending
SALE00918,BUY002,SUP009,ORG006,PRD002,PRJ002,92,437782.0,2024-11-16,Bank Transfer,Completed
SALE00919,BUY001,SUP006,ORG009,PRD002,PRJ008,49,233166.5,2023-04-25,PayPal,Completed
SALE00920,BUY010,SUP006,ORG006,PRD006,PRJ009,38,32846.06,2025-06-26,PayPal,Cancelled
SALE00921,BUY001,SUP006,ORG003,PRD002,PRJ007,90,428265.0,2020-02-10,PayPal,Pending
SALE00922,BUY004,SUP001,ORG006,PRD010,PRJ007,43,153491.08,2021-05-23,Wire Transfer,Cancelled
SALE00923,BUY009,SUP008,ORG009,PRD004,PRJ009,67,203239.81,2022-02-05,Wire Transfer,Completed
SALE00924,BUY006,SUP007,ORG008,PRD005,PRJ004,65,56191.85,2023-05-01,UPI,Cancelled
SALE00925,BUY004,SUP007,ORG009,PRD003,PRJ005,7,25807.39,2024-05-10,Credit Card,Pending
SALE00926,BUY005,SUP002,ORG007,PRD010,PRJ008,97,346247.32,2021-01-23,Wire Transfer,Completed
SALE00927,BUY001,SUP005,ORG009,PRD010,PRJ010,11,39265.16,2024-06-08,Bank Transfer,Cancelled
SALE00928,BUY006,SUP008,ORG007,PRD010,PRJ002,42,149921.52,2020-04-12,UPI,Completed
SALE00929,BUY004,SUP007,ORG005,PRD001,PRJ007,45,87086.25,2025-12-28,Wire Transfer,Completed
SALE00930,BUY008,SUP003,ORG004,PRD009,PRJ006,5,15227.3,2021-12-13,Wire Transfer,Completed
SALE00931,BUY010,SUP005,ORG001,PRD001,PRJ007,46,89021.5,2023-03-17,Wire Transfer,Cancelled
SALE00932,BUY002,SUP009,ORG006,PRD002,PRJ004,22,104687.0,2022-10-10,Credit Card,Cancelled
SALE00933,BUY010,SUP009,ORG005,PRD003,PRJ010,54,199085.58,2022-08-12,Bank Transfer,Completed
SALE00934,BUY005,SUP010,ORG006,PRD009,PRJ009,57,173591.22,2023-05-20,Wire Transfer,Completed
SALE00935,BUY004,SUP001,ORG006,PRD002,PRJ004,4,19034.0,2025-04-04,Credit Card,Pending
SALE00936,BUY001,SUP007,ORG008,PRD004,PRJ006,63,191106.09,2024-11-30,Bank Transfer,Pending
SALE00937,BUY003,SUP002,ORG007,PRD007,PRJ010,83,31922.63,2022-12-09,Bank Transfer,Pending
SALE00938,BUY007,SUP009,ORG006,PRD010,PRJ006,8,28556.48,2022-10-14,Credit Card,Completed
SALE00939,BUY003,SUP007,ORG007,PRD005,PRJ009,37,31986.13,2024-12-28,Bank Transfer,Pending
SALE00940,BUY010,SUP001,ORG003,PRD007,PRJ004,48,18461.28,2021-10-03,Bank Transfer,Pending
SALE00941,BUY003,SUP004,ORG006,PRD006,PRJ009,92,79522.04,2021-09-17,PayPal,Cancelled
SALE00942,BUY006,SUP006,ORG005,PRD010,PRJ003,93,331969.08,2025-06-22,UPI,Completed
SALE00943,BUY002,SUP005,ORG006,PRD002,PRJ006,6,28551.0,2022-10-28,Wire Transfer,Pending
SALE00944,BUY002,SUP008,ORG003,PRD007,PRJ006,60,23076.6,2025-12-10,Bank Transfer,Completed
SALE00945,BUY004,SUP003,ORG008,PRD001,PRJ004,88,170302.0,2022-10-21,Wire Transfer,Cancelled
SALE00946,BUY006,SUP010,ORG007,PRD009,PRJ010,31,94409.26,2020-09-11,Bank Transfer,Completed
SALE00947,BUY002,SUP010,ORG005,PRD002,PRJ005,4,19034.0,2025-03-13,Wire Transfer,Completed
SALE00948,BUY005,SUP009,ORG007,PRD001,PRJ001,7,13546.75,2024-11-28,UPI,Pending
SALE00949,BUY003,SUP002,ORG010,PRD007,PRJ007,26,9999.86,2020-05-14,UPI,Completed
SALE00950,BUY007,SUP001,ORG001,PRD001,PRJ008,40,77410.0,2024-02-27,Credit Card,Pending
SALE00951,BUY002,SUP008,ORG010,PRD002,PRJ010,28,133238.0,2022-03-19,PayPal,Pending
SALE00952,BUY001,SUP006,ORG004,PRD005,PRJ010,2,1728.98,2021-07-07,PayPal,Pending
SALE00953,BUY008,SUP010,ORG009,PRD002,PRJ004,15,71377.5,2023-12-08,Wire Transfer,Cancelled
SALE00954,BUY003,SUP001,ORG003,PRD004,PRJ003,92,279075.56,2025-08-25,Credit Card,Pending
SALE00955,BUY008,SUP003,ORG002,PRD005,PRJ001,6,5186.94,2021-02-22,Credit Card,Pending
SALE00956,BUY004,SUP007,ORG003,PRD005,PRJ006,34,29392.66,2021-04-02,Credit Card,Cancelled
SALE00957,BUY005,SUP005,ORG007,PRD001,PRJ005,41,79345.25,2025-04-22,Credit Card,Pending
SALE00958,BUY008,SUP001,ORG006,PRD004,PRJ003,7,21234.01,2025-07-06,Wire Transfer,Completed
SALE00959,BUY010,SUP001,ORG010,PRD005,PRJ005,87,75210.63,2022-02-15,Wire Transfer,Cancelled
SALE00960,BUY003,SUP004,ORG009,PRD009,PRJ006,92,280182.32,2024-02-01,Credit Card,Pending
SALE00961,BUY002,SUP003,ORG005,PRD003,PRJ010,93,342869.61,2020-10-27,Bank Transfer,Cancelled
SALE00962,BUY010,SUP002,ORG001,PRD007,PRJ009,27,10384.47,2023-09-01,Bank Transfer,Completed
SALE00963,BUY001,SUP010,ORG003,PRD007,PRJ009,13,4999.93,2024-11-05,Credit Card,Completed
SALE00964,BUY006,SUP006,ORG005,PRD009,PRJ006,17,51772.82,2020-05-27,UPI,Cancelled
SALE00965,BUY004,SUP008,ORG006,PRD001,PRJ002,56,108374.0,2024-04-27,PayPal,Pending
SALE00966,BUY009,SUP009,ORG005,PRD002,PRJ001,18,85653.0,2023-07-17,Wire Transfer,Pending
SALE00967,BUY006,SUP001,ORG001,PRD008,PRJ006,23,99917.98,2021-08-01,UPI,Pending
SALE00968,BUY008,SUP010,ORG002,PRD008,PRJ002,17,73852.42,2024-04-02,Bank Transfer,Completed
SALE00969,BUY006,SUP008,ORG001,PRD004,PRJ004,63,191106.09,2022-09-25,UPI,Completed
SALE00970,BUY006,SUP010,ORG008,PRD002,PRJ008,70,333095.0,2023-03-02,Credit Card,Pending
SALE00971,BUY009,SUP010,ORG006,PRD002,PRJ005,58,275993.0,2022-01-15,Bank Transfer,Pending
SALE00972,BUY002,SUP001,ORG003,PRD008,PRJ007,1,4344.26,2023-04-28,Credit Card,Pending
SALE00973,BUY002,SUP004,ORG009,PRD003,PRJ010,45,165904.65,2021-11-17,Wire Transfer,Cancelled
SALE00974,BUY003,SUP007,ORG007,PRD007,PRJ005,86,33076.46,2021-11-11,Bank Transfer,Pending
SALE00975,BUY007,SUP010,ORG001,PRD001,PRJ010,48,92892.0,2022-07-27,UPI,Pending
SALE00976,BUY005,SUP010,ORG007,PRD005,PRJ005,58,50140.42,2021-05-30,Bank Transfer,Completed
SALE00977,BUY006,SUP001,ORG003,PRD010,PRJ008,35,124934.6,2024-08-18,Credit Card,Cancelled
SALE00978,BUY010,SUP007,ORG004,PRD006,PRJ006,53,45811.61,2024-08-28,Bank Transfer,Pending
SALE00979,BUY005,SUP008,ORG010,PRD008,PRJ007,26,112950.76,2024-06-25,PayPal,Cancelled
SALE00980,BUY003,SUP005,ORG010,PRD006,PRJ003,32,27659.84,2021-08-09,Bank Transfer,Pending
SALE00981,BUY010,SUP001,ORG006,PRD005,PRJ008,96,82991.04,2021-05-03,UPI,Completed
SALE00982,BUY010,SUP002,ORG008,PRD009,PRJ004,44,134000.24,2022-10-22,Credit Card,Cancelled
SALE00983,BUY001,SUP005,ORG004,PRD005,PRJ007,66,57056.34,2020-02-03,Wire Transfer,Completed
SALE00984,BUY003,SUP003,ORG005,PRD003,PRJ001,27,99542.79,2024-03-26,UPI,Completed
SALE00985,BUY006,SUP006,ORG001,PRD004,PRJ007,17,51568.31,2024-12-30,Wire Transfer,Pending
SALE00986,BUY009,SUP001,ORG008,PRD007,PRJ009,52,19999.72,2024-04-08,PayPal,Cancelled
SALE00987,BUY008,SUP006,ORG001,PRD007,PRJ004,63,24230.43,2025-07-14,Wire Transfer,Pending
SALE00988,BUY001,SUP004,ORG005,PRD009,PRJ007,83,252773.18,2021-04-07,PayPal,Completed
SALE00989,BUY003,SUP009,ORG010,PRD006,PRJ002,5,4321.85,2020-04-24,UPI,Cancelled
SALE00990,BUY005,SUP005,ORG002,PRD005,PRJ002,74,63972.26,2022-09-09,Wire Transfer,Pending
SALE00991,BUY004,SUP010,ORG001,PRD007,PRJ007,15,5769.15,2023-01-30,Bank Transfer,Completed
SALE00992,BUY010,SUP009,ORG010,PRD008,PRJ002,7,30409.82,2021-01-02,Bank Transfer,Pending
SALE00993,BUY007,SUP002,ORG003,PRD007,PRJ005,32,12307.52,2023-05-19,UPI,Pending
SALE00994,BUY001,SUP005,ORG006,PRD004,PRJ007,76,230540.68,2021-05-08,PayPal,Completed
SALE00995,BUY003,SUP002,ORG001,PRD006,PRJ006,64,55319.68,2025-10-17,UPI,Pending
SALE00996,BUY001,SUP002,ORG004,PRD010,PRJ001,10,35695.6,2023-08-09,UPI,Completed
SALE00997,BUY008,SUP008,ORG008,PRD008,PRJ002,67,291065.42,2021-01-09,PayPal,Cancelled
SALE00998,BUY002,SUP006,ORG006,PRD008,PRJ005,27,117295.02,2024-06-09,Wire Transfer,Pending
SALE00999,BUY004,SUP005,ORG002,PRD003,PRJ005,61,224892.97,2023-08-20,Bank Transfer,Completed
SALE01000,BUY004,SUP005,ORG003,PRD010,PRJ005,68,242730.08,2020-12-07,Wire Transfer,Cancelled
SALE01001,BUY002,SUP002,ORG008,PRD004,PRJ002,60,182005.8,2021-09-26,Credit Card,Completed
SALE01002,BUY006,SUP008,ORG006,PRD009,PRJ007,80,243636.8,2020-03-25,Wire Transfer,Completed
SALE01003,BUY005,SUP007,ORG006,PRD001,PRJ010,94,181913.5,2021-07-31,Bank Transfer,Completed
SALE01004,BUY001,SUP009,ORG010,PRD005,PRJ004,51,44088.99,2023-10-29,Credit Card,Completed
SALE01005,BUY007,SUP008,ORG003,PRD007,PRJ005,31,11922.91,2021-09-29,Credit Card,Completed
SALE01006,BUY001,SUP003,ORG007,PRD004,PRJ007,95,288175.85,2024-10-16,UPI,Completed
SALE01007,BUY009,SUP009,ORG001,PRD005,PRJ002,40,34579.6,2020-08-07,Credit Card,Cancelled
SALE01008,BUY006,SUP004,ORG002,PRD008,PRJ001,26,112950.76,2020-10-05,Credit Card,Cancelled
SALE01009,BUY004,SUP004,ORG006,PRD002,PRJ002,11,52343.5,2023-09-08,Wire Transfer,Completed
SALE01010,BUY009,SUP005,ORG005,PRD002,PRJ002,45,214132.5,2023-03-18,UPI,Cancelled
SALE01011,BUY005,SUP003,ORG005,PRD001,PRJ008,70,135467.5,2022-04-25,Bank Transfer,Completed
SALE01012,BUY006,SUP001,ORG009,PRD001,PRJ004,96,185784.0,2025-11-09,PayPal,Completed
SALE01013,BUY001,SUP002,ORG010,PRD008,PRJ001,7,30409.82,2023-02-26,Bank Transfer,Completed
SALE01014,BUY001,SUP007,ORG009,PRD001,PRJ009,98,189654.5,2022-04-03,Credit Card,Cancelled
SALE01015,BUY007,SUP009,ORG004,PRD002,PRJ004,63,299785.5,2020-07-06,Wire Transfer,Pending
SALE01016,BUY004,SUP008,ORG005,PRD004,PRJ007,31,94036.33,2024-03-19,Wire Transfer,Pending
SALE01017,BUY010,SUP010,ORG009,PRD005,PRJ001,79,68294.71,2025-01-04,Credit Card,Cancelled
SALE01018,BUY006,SUP003,ORG007,PRD004,PRJ008,55,166838.65,2025-12-08,Bank Transfer,Cancelled
SALE01019,BUY002,SUP010,ORG003,PRD002,PRJ010,40,190340.0,2025-01-14,Credit Card,Completed
SALE01020,BUY002,SUP006,ORG007,PRD010,PRJ010,68,242730.08,2023-10-17,PayPal,Pending
SALE01021,BUY006,SUP006,ORG002,PRD006,PRJ004,23,19880.51,2020-01-13,Credit Card,Completed
SALE01022,BUY004,SUP004,ORG007,PRD009,PRJ005,97,295409.62,2023-01-04,Bank Transfer,Completed
SALE01023,BUY008,SUP002,ORG008,PRD005,PRJ004,41,35444.09,2024-08-22,UPI,Completed
SALE01024,BUY003,SUP009,ORG004,PRD002,PRJ010,34,161789.0,2021-11-28,UPI,Completed
SALE01025,BUY010,SUP004,ORG009,PRD006,PRJ007,69,59641.53,2025-02-19,Bank Transfer,Cancelled
SALE01026,BUY003,SUP005,ORG009,PRD001,PRJ001,68,131597.0,2024-11-13,Wire Transfer,Completed
SALE01027,BUY002,SUP007,ORG010,PRD005,PRJ001,30,25934.7,2024-05-23,Wire Transfer,Completed
SALE01028,BUY003,SUP008,ORG010,PRD005,PRJ009,78,67430.22,2020-07-26,UPI,Completed
SALE01029,BUY007,SUP008,ORG007,PRD004,PRJ008,36,109203.48,2021-03-28,PayPal,Pending
SALE01030,BUY006,SUP004,ORG008,PRD005,PRJ008,10,8644.9,2025-05-27,UPI,Pending
SALE01031,BUY002,SUP005,ORG006,PRD001,PRJ010,81,156755.25,2024-01-20,Bank Transfer,Cancelled
SALE01032,BUY009,SUP008,ORG005,PRD008,PRJ001,22,95573.72,2025-01-29,PayPal,Pending
SALE01033,BUY010,SUP010,ORG008,PRD008,PRJ009,8,34754.08,2024-01-24,Credit Card,Cancelled
SALE01034,BUY003,SUP010,ORG001,PRD005,PRJ010,46,39766.54,2021-05-13,Credit Card,Completed
SALE01035,BUY007,SUP009,ORG006,PRD008,PRJ006,85,369262.1,2020-12-02,Wire Transfer,Pending
SALE01036,BUY002,SUP005,ORG004,PRD003,PRJ001,17,62675.09,2022-02-05,PayPal,Completed
SALE01037,BUY006,SUP003,ORG001,PRD005,PRJ009,42,36308.58,2021-06-25,Wire Transfer,Cancelled
SALE01038,BUY004,SUP009,ORG004,PRD004,PRJ008,23,69768.89,2022-07-30,Wire Transfer,Cancelled
SALE01039,BUY002,SUP003,ORG008,PRD004,PRJ001,15,45501.45,2022-02-01,Bank Transfer,Completed
SALE01040,BUY007,SUP010,ORG008,PRD004,PRJ003,48,145604.64,2023-06-08,Bank Transfer,Cancelled
SALE01041,BUY006,SUP007,ORG003,PRD003,PRJ002,15,55301.55,2023-02-08,Bank Transfer,Pending
SALE01042,BUY004,SUP008,ORG008,PRD008,PRJ008,3,13032.78,2023-01-19,Wire Transfer,Cancelled
SALE01043,BUY008,SUP005,ORG002,PRD005,PRJ002,9,7780.41,2021-07-30,Wire Transfer,Cancelled
SALE01044,BUY002,SUP007,ORG001,PRD006,PRJ003,5,4321.85,2025-07-10,UPI,Cancelled
SALE01045,BUY001,SUP010,ORG007,PRD006,PRJ003,69,59641.53,2021-03-13,Credit Card,Cancelled
SALE01046,BUY009,SUP004,ORG005,PRD002,PRJ002,100,475850.0,2020-02-24,Credit Card,Pending
SALE01047,BUY003,SUP010,ORG003,PRD005,PRJ003,99,85584.51,2020-09-06,Credit Card,Completed
SALE01048,BUY001,SUP001,ORG010,PRD007,PRJ007,1,384.61,2022-12-14,UPI,Cancelled
SALE01049,BUY003,SUP004,ORG005,PRD006,PRJ007,83,71742.71,2022-07-12,Bank Transfer,Pending
SALE01050,BUY001,SUP002,ORG008,PRD010,PRJ009,57,203464.92,2025-07-19,PayPal,Completed
SALE01051,BUY007,SUP004,ORG006,PRD010,PRJ006,5,17847.8,2025-12-27,PayPal,Cancelled
SALE01052,BUY005,SUP008,ORG010,PRD002,PRJ006,67,318819.5,2023-08-17,Wire Transfer,Completed
SALE01053,BUY004,SUP003,ORG008,PRD002,PRJ009,64,304544.0,2023-09-06,PayPal,Completed
SALE01054,BUY005,SUP009,ORG010,PRD005,PRJ009,14,12102.86,2023-01-26,Wire Transfer,Pending
SALE01055,BUY001,SUP002,ORG002,PRD001,PRJ002,45,87086.25,2020-01-08,Credit Card,Pending
SALE01056,BUY005,SUP004,ORG010,PRD005,PRJ005,13,11238.37,2020-04-24,Bank Transfer,Cancelled
SALE01057,BUY005,SUP005,ORG004,PRD001,PRJ003,52,100633.0,2022-09-16,PayPal,Cancelled
SALE01058,BUY010,SUP004,ORG004,PRD006,PRJ004,50,43218.5,2021-08-12,UPI,Pending
SALE01059,BUY008,SUP004,ORG005,PRD001,PRJ010,20,38705.0,2021-06-30,Credit Card,Completed
SALE01060,BUY007,SUP001,ORG009,PRD010,PRJ003,54,192756.24,2022-07-09,PayPal,Cancelled
SALE01061,BUY007,SUP004,ORG010,PRD004,PRJ005,52,157738.36,2022-10-25,Bank Transfer,Cancelled
SALE01062,BUY005,SUP003,ORG009,PRD003,PRJ003,51,188025.27,2021-12-13,UPI,Completed
SALE01063,BUY004,SUP008,ORG001,PRD001,PRJ002,58,112244.5,2020-11-01,Wire Transfer,Completed
SALE01064,BUY007,SUP009,ORG004,PRD002,PRJ004,50,237925.0,2020-09-12,UPI,Completed
SALE01065,BUY003,SUP005,ORG002,PRD008,PRJ004,20,86885.2,2024-09-20,Credit Card,Cancelled
SALE01066,BUY009,SUP006,ORG005,PRD001,PRJ002,74,143208.5,2025-01-11,PayPal,Cancelled
SALE01067,BUY002,SUP001,ORG010,PRD008,PRJ005,14,60819.64,2022-03-23,UPI,Cancelled
SALE01068,BUY005,SUP002,ORG010,PRD006,PRJ006,90,77793.3,2023-04-06,Credit Card,Cancelled
SALE01069,BUY008,SUP001,ORG003,PRD010,PRJ004,69,246299.64,2023-04-09,PayPal,Pending
SALE01070,BUY003,SUP001,ORG008,PRD006,PRJ008,39,33710.43,2020-04-24,Wire Transfer,Pending
SALE01071,BUY001,SUP005,ORG008,PRD008,PRJ007,12,52131.12,2023-12-21,PayPal,Cancelled
SALE01072,BUY009,SUP002,ORG005,PRD009,PRJ007,55,167500.3,2021-06-06,Wire Transfer,Cancelled
SALE01073,BUY005,SUP004,ORG007,PRD004,PRJ005,47,142571.21,2021-03-25,Wire Transfer,Cancelled
SALE01074,BUY009,SUP007,ORG004,PRD002,PRJ002,51,242683.5,2021-02-06,Wire Transfer,Cancelled
SALE01075,BUY008,SUP002,ORG006,PRD007,PRJ004,21,8076.81,2022-03-21,Bank Transfer,Pending
SALE01076,BUY005,SUP003,ORG004,PRD010,PRJ009,37,132073.72,2021-03-25,PayPal,Cancelled
SALE01077,BUY007,SUP010,ORG006,PRD001,PRJ009,21,40640.25,2022-05-15,Credit Card,Completed
SALE01078,BUY008,SUP003,ORG001,PRD005,PRJ005,74,63972.26,2021-06-04,PayPal,Pending
SALE01079,BUY007,SUP007,ORG010,PRD003,PRJ003,85,313375.45,2023-10-27,UPI,Cancelled
SALE01080,BUY010,SUP003,ORG003,PRD007,PRJ005,34,13076.74,2020-01-18,Wire Transfer,Pending
SALE01081,BUY001,SUP004,ORG007,PRD003,PRJ003,98,361303.46,2025-08-14,Credit Card,Completed
SALE01082,BUY006,SUP002,ORG009,PRD002,PRJ004,21,99928.5,2023-06-02,UPI,Cancelled
SALE01083,BUY008,SUP001,ORG007,PRD004,PRJ003,94,285142.42,2021-09-27,UPI,Cancelled
SALE01084,BUY004,SUP004,ORG003,PRD003,PRJ001,41,151157.57,2021-09-22,Bank Transfer,Completed
SALE01085,BUY009,SUP002,ORG005,PRD010,PRJ005,78,278425.68,2024-04-15,Wire Transfer,Cancelled
SALE01086,BUY008,SUP004,ORG006,PRD009,PRJ010,17,51772.82,2025-08-08,Bank Transfer,Pending
SALE01087,BUY002,SUP005,ORG006,PRD002,PRJ007,61,290268.5,2020-06-16,Credit Card,Completed
SALE01088,BUY009,SUP001,ORG007,PRD009,PRJ009,47,143136.62,2025-01-07,UPI,Pending
SALE01089,BUY005,SUP006,ORG001,PRD005,PRJ005,77,66565.73,2022-11-19,PayPal,Cancelled
SALE01090,BUY005,SUP007,ORG009,PRD009,PRJ001,37,112682.02,2022-06-25,Bank Transfer,Completed
SALE01091,BUY004,SUP004,ORG006,PRD004,PRJ009,4,12133.72,2021-09-02,Credit Card,Completed
SALE01092,BUY001,SUP002,ORG007,PRD004,PRJ003,85,257841.55,2021-03-15,UPI,Completed
SALE01093,BUY001,SUP010,ORG004,PRD010,PRJ007,5,17847.8,2024-05-03,Bank Transfer,Cancelled
SALE01094,BUY006,SUP002,ORG010,PRD005,PRJ008,85,73481.65,2022-12-21,Credit Card,Completed
SALE01095,BUY009,SUP001,ORG010,PRD002,PRJ010,43,204615.5,2023-04-09,PayPal,Completed
SALE01096,BUY006,SUP008,ORG004,PRD008,PRJ008,40,173770.4,2021-08-12,PayPal,Completed
SALE01097,BUY010,SUP005,ORG008,PRD002,PRJ007,77,366404.5,2021-02-20,Wire Transfer,Cancelled
SALE01098,BUY008,SUP006,ORG001,PRD001,PRJ010,20,38705.0,2022-10-29,Credit Card,Cancelled
SALE01099,BUY006,SUP004,ORG009,PRD001,PRJ002,17,32899.25,2023-05-13,Credit Card,Cancelled
SALE01100,BUY010,SUP005,ORG009,PRD008,PRJ002,52,225901.52,2023-01-06,PayPal,Cancelled
SALE01101,BUY010,SUP010,ORG002,PRD008,PRJ010,42,182458.92,2022-01-04,PayPal,Completed
SALE01102,BUY002,SUP008,ORG007,PRD001,PRJ002,10,19352.5,2022-08-09,PayPal,Cancelled
SALE01103,BUY010,SUP006,ORG005,PRD007,PRJ008,62,23845.82,2020-03-16,Credit Card,Pending
SALE01104,BUY009,SUP008,ORG008,PRD004,PRJ009,44,133470.92,2023-11-29,Wire Transfer,Cancelled
SALE01105,BUY010,SUP004,ORG006,PRD007,PRJ003,13,4999.93,2024-04-15,UPI,Cancelled
SALE01106,BUY009,SUP010,ORG006,PRD008,PRJ006,33,143360.58,2020-01-27,PayPal,Cancelled
SALE01107,BUY001,SUP010,ORG004,PRD004,PRJ008,44,133470.92,2023-11-06,UPI,Cancelled
SALE01108,BUY010,SUP006,ORG001,PRD008,PRJ003,50,217213.0,2025-06-24,PayPal,Completed
SALE01109,BUY002,SUP005,ORG003,PRD009,PRJ005,43,130954.78,2020-03-21,Credit Card,Pending
SALE01110,BUY001,SUP005,ORG005,PRD010,PRJ001,20,71391.2,2022-05-05,Credit Card,Completed
SALE01111,BUY008,SUP005,ORG002,PRD006,PRJ010,83,71742.71,2020-02-06,PayPal,Completed
SALE01112,BUY008,SUP007,ORG008,PRD010,PRJ009,77,274856.12,2021-09-21,Wire Transfer,Completed
SALE01113,BUY010,SUP002,ORG005,PRD009,PRJ009,36,109636.56,2021-05-03,UPI,Cancelled
SALE01114,BUY010,SUP005,ORG004,PRD008,PRJ001,32,139016.32,2021-11-08,PayPal,Completed
SALE01115,BUY005,SUP002,ORG005,PRD010,PRJ004,29,103517.24,2023-08-09,PayPal,Cancelled
SALE01116,BUY006,SUP007,ORG005,PRD009,PRJ005,21,63954.66,2025-02-15,PayPal,Completed
SALE01117,BUY002,SUP003,ORG004,PRD010,PRJ002,27,96378.12,2024-12-04,PayPal,Completed
SALE01118,BUY006,SUP008,ORG004,PRD008,PRJ006,17,73852.42,2020-10-17,PayPal,Completed
SALE01119,BUY010,SUP003,ORG003,PRD006,PRJ010,71,61370.27,2024-06-24,Bank Transfer,Completed
SALE01120,BUY001,SUP010,ORG003,PRD003,PRJ008,63,232266.51,2022-06-01,PayPal,Completed
